frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,471428.614435,235497.000000,2144.515097
4,912136.973878,294671.000000,447.174463
8,400184.011903,227931.000000,276.598988
16,1455931.533552,275734.000000,171.985465
32,346456.427387,187943.000000,764.155089
64,1278727.334474,289474.000000,111339.372218
128,1113355.043298,278248.000000,657.030441
256,1173815.471437,200632.000000,4639.034706
512,1315489.979730,287090.000000,67817.459817
1024,1492865.536553,292601.000000,144966.841967
2048,1346314.495583,272117.000000,265525.671906
4096,2370077.681006,313972.000000,840368.441896
8192,1426772.302862,273314.000000,609169.476270
16384,2818567.964275,262927.000000,1700951.196903
32768,1750917.605579,214542.000000,1559777.757222
65536,3919821.066749,134894.000000,3792860.787144
