frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,356237.951566,150756.000000,51.903757
4,223651.440100,99715.000000,202.089089
8,359989.475778,186144.000000,68.014704
16,635594.532403,261814.000000,65.222695
32,317546.086414,161286.000000,4088.848615
64,838342.598805,303717.000000,1863.683450
128,341664.904368,246166.000000,5418.762313
256,418769.544355,185623.000000,341.000000
512,815088.149885,298124.000000,11629.101685
1024,644068.472059,276585.000000,19604.582704
2048,680879.738708,293328.000000,23350.483828
4096,774928.803766,246440.000000,116956.364722
8192,1560669.359513,306112.000000,426974.602170
16384,1107286.254531,288922.000000,587327.873316
32768,1474355.524533,259445.000000,573815.965200
65536,2779791.888118,286698.000000,2715175.644743
