frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,137458.198777,53134.000000,95.173526
4,687197.089084,299888.000000,55.479726
8,412164.435755,259078.000000,387.985824
16,159086.788660,54907.000000,455.718115
32,516212.133755,264729.000000,420.960806
64,687717.153773,304548.000000,234.155931
128,474677.724581,304516.000000,896.836105
256,440242.449735,194566.000000,57707.711408
512,587135.177294,297092.000000,81004.977643
1024,998985.831948,350014.000000,398751.766812
2048,830687.749171,292011.000000,13877.302764
4096,1262690.034082,312390.000000,48683.852467
8192,1013143.734402,305768.000000,341374.158961
16384,821931.221323,206502.000000,628852.934338
32768,1352136.172963,164171.000000,1293064.104630
65536,1526154.432235,275926.000000,1313333.595141
