frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,127505.600120,102356.000000,0.000000
4,291699.391311,213934.000000,0.000000
8,422942.644275,305095.000000,0.000000
16,200494.301223,149260.000000,0.000000
32,409112.844795,167191.000000,0.000000
64,299556.871398,162589.000000,0.000000
128,309008.436967,160052.000000,0.000000
256,155832.040768,66719.000000,0.000000
512,222265.406206,159380.000000,0.000000
1024,370191.324442,236189.000000,0.000000
2048,244533.518459,184028.000000,0.000000
4096,293518.877819,110402.000000,0.000000
8192,993696.046497,295754.000000,0.000000
16384,547166.631655,213042.000000,0.000000
32768,282902.843222,93097.000000,0.000000
65536,659759.733933,187274.000000,0.000000
