frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,181015.823317,138434.000000,1938.067336
4,437484.576658,243081.000000,23.323808
8,202208.029826,111667.000000,35.580894
16,166942.305872,72165.000000,209.083715
32,440405.215015,272296.000000,85.480992
64,241169.472046,209651.000000,925.808836
128,931151.903829,329927.000000,330521.495374
256,276004.951419,147522.000000,2387.457225
512,222873.369517,107115.000000,16195.802327
1024,342438.565480,163025.000000,2936.701892
2048,463027.704851,260188.000000,1346.281546
4096,450409.568928,239206.000000,210138.375736
8192,292762.329450,150509.000000,179981.420641
16384,485689.355221,229145.000000,256294.150413
32768,370849.570139,106978.000000,60514.572848
65536,419832.734975,311529.000000,82214.348687
