frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,234437.164353,82446.000000,108.544922
4,414964.923565,184443.000000,42.918527
8,682452.551443,249231.000000,26.400758
16,513679.582441,266997.000000,66.430415
32,754487.020285,287194.000000,2733.503430
64,637180.564905,273475.000000,4525.513231
128,659153.914247,277524.000000,5704.817613
256,944258.696907,294015.000000,44866.090859
512,1889708.011528,296515.000000,204855.375914
1024,1194310.537575,280388.000000,92309.651511
2048,2041403.940728,307977.000000,105140.676919
4096,916785.870072,185611.000000,392087.951304
8192,1307925.760738,149760.000000,519318.997183
16384,2137303.855554,302340.000000,1519926.669237
32768,655067.845091,67696.000000,481638.427451
65536,2574952.081224,282228.000000,1798126.582311
