frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,105133.226508,86633.000000,16.911535
4,191341.699431,176142.000000,83.258633
8,714915.561251,340553.000000,24.596748
16,450182.178532,225266.000000,86.931007
32,305141.382570,189155.000000,662.227302
64,946362.076394,305838.000000,948.674338
128,472402.643004,197231.000000,129.483590
256,276374.738507,121582.000000,2094.301554
512,540454.132090,258457.000000,881.783420
1024,322121.227810,169492.000000,1685.024332
2048,190246.374021,154169.000000,4899.418435
4096,543349.864468,258925.000000,153490.340093
8192,164984.659817,71407.000000,27737.524637
16384,195038.470221,176079.000000,8311.575663
32768,616548.211665,196633.000000,462528.047173
65536,601249.942387,211317.000000,478053.225493
