frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,632640.553559,191137.000000,81.841310
4,470952.064700,139690.000000,35.846897
8,640636.255317,236313.000000,37.854986
16,377335.578914,150915.000000,235.274308
32,1105694.160525,285553.000000,509.807807
64,964945.392459,296092.000000,735.137402
128,1200839.367839,299627.000000,6949.421055
256,2268754.360440,305686.000000,74507.273551
512,1750790.263896,298603.000000,40387.918676
1024,1842686.964611,296717.000000,42328.377467
2048,2439136.925872,325429.000000,91381.337947
4096,455412.198074,105529.000000,92527.265619
8192,871770.171841,103019.000000,125214.490907
16384,3267076.303483,257536.000000,919921.972828
32768,2571807.929755,274580.000000,942479.449356
65536,1777814.849089,279562.000000,0.000000
