frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,316590.796659,141153.000000,11.661904
4,200252.453915,114358.000000,28.089144
8,269255.612424,249244.000000,54.470175
16,145497.477267,49183.000000,335.128334
32,208638.118401,111656.000000,83.755597
64,454047.405429,215136.000000,244.940809
128,355224.118969,271748.000000,237.833976
256,480212.346194,249543.000000,14841.043225
512,327024.538124,141413.000000,31739.333074
1024,361519.202579,213574.000000,4597.484421
2048,855901.382211,323279.000000,81739.374300
4096,241002.961824,95876.000000,97168.480111
8192,409158.325383,132281.000000,284999.888307
16384,270352.532490,115183.000000,32373.070136
32768,567495.616008,284250.000000,463732.184839
65536,611321.008064,300368.000000,402847.332074
