frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,179891.694983,86571.000000,66.370174
4,448268.353145,197433.000000,32.093613
8,280573.986626,159579.000000,16.000000
16,341640.945330,289952.000000,11.916375
32,490858.225319,213419.000000,405.286319
64,639435.023294,298341.000000,7561.821870
128,816480.123326,283352.000000,139.860645
256,1020796.916726,308277.000000,1019.842145
512,781592.560008,261160.000000,1737.520360
1024,1256386.200223,325363.000000,166142.477829
2048,444490.450760,182420.000000,110643.698569
4096,645290.145750,221339.000000,107431.922584
8192,632023.820845,280260.000000,210692.722119
16384,255820.709261,67201.000000,195793.908863
32768,1226799.664330,260774.000000,1155906.464184
65536,502548.477690,167011.000000,472366.436345
