frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,127047.116103,94245.000000,0.000000
4,154210.045354,120009.000000,0.000000
8,223323.743619,141484.000000,0.000000
16,327414.725956,267520.000000,0.000000
32,303515.600349,200795.000000,0.000000
64,512547.131200,296784.000000,0.000000
128,873203.113881,295748.000000,0.000000
256,78897.138763,24491.000000,0.000000
512,238707.943793,79613.000000,0.000000
1024,651144.252774,321227.000000,0.000000
2048,101645.772765,47319.000000,0.000000
4096,313559.729452,116721.000000,0.000000
8192,422943.927148,230308.000000,0.000000
16384,224720.219716,121213.000000,0.000000
32768,305450.901416,133939.000000,0.000000
65536,490672.812859,150171.000000,0.000000
