frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,517793.146619,205510.000000,111.359777
4,922295.419563,285312.000000,39.458839
8,934060.395318,272872.000000,325.634765
16,853265.158853,240520.000000,767.407975
32,916284.533670,163468.000000,2839.855278
64,1905860.836759,320327.000000,410075.758748
128,1109526.489715,269039.000000,45835.159343
256,1222803.379590,299748.000000,13718.142476
512,871320.730448,268052.000000,172539.885218
1024,1288497.774437,245119.000000,157362.604513
2048,1085106.966117,250281.000000,108841.359092
4096,1118603.222472,279470.000000,364654.395513
8192,1551996.261487,257235.000000,456344.082061
16384,1018198.446595,305388.000000,216950.274660
32768,2306393.812243,229181.000000,2080218.722382
65536,1249743.315171,263617.000000,1018201.163065
