frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,115854.871723,101419.000000,0.000000
4,468651.158181,390619.000000,0.000000
8,59722.500760,32768.000000,0.000000
16,139162.361341,64966.000000,0.000000
32,593781.278616,289497.000000,0.000000
64,1198946.969337,471076.000000,0.000000
128,221673.568156,173191.000000,0.000000
256,187046.736970,92181.000000,0.000000
512,530594.190210,231186.000000,0.000000
1024,268148.817654,198763.000000,0.000000
2048,280461.119726,137102.000000,0.000000
4096,174122.247473,62378.000000,0.000000
8192,634538.328585,193091.000000,0.000000
16384,790592.915646,280094.000000,0.000000
32768,190910.200133,66590.000000,0.000000
65536,389783.009626,137173.000000,0.000000
