frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,340268.446702,212196.000000,77.194559
4,253702.637046,94387.000000,206.567180
8,785474.055034,282723.000000,37.107951
16,796143.083931,301280.000000,4668.026885
32,193404.364576,80598.000000,18715.977639
64,370757.301147,179482.000000,1272.846417
128,1001606.312892,279066.000000,216.131904
256,920003.660255,324137.000000,14379.043223
512,702003.015182,295955.000000,14457.332984
1024,292184.037514,116276.000000,23850.691751
2048,864271.321680,266233.000000,176201.693794
4096,892006.405710,181274.000000,153701.806161
8192,828994.604812,303501.000000,71035.109186
16384,1324749.835246,307903.000000,110038.177811
32768,545648.666563,107123.000000,143148.330982
65536,179487.297032,88886.000000,47741.184705
