frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,465752.605977,239020.000000,0.000000
4,596210.925468,188473.000000,0.000000
8,366955.123010,205983.000000,0.000000
16,684152.616636,250164.000000,0.000000
32,750889.470563,279629.000000,0.000000
64,364471.691364,201530.000000,0.000000
128,1362489.737053,265708.000000,0.000000
256,1111952.364642,297703.000000,0.000000
512,1263655.441217,291117.000000,0.000000
1024,1495310.269624,294157.000000,0.000000
2048,1593086.647063,306960.000000,0.000000
4096,838105.282571,281677.000000,0.000000
8192,586480.200496,133089.000000,0.000000
16384,2395718.335649,220765.000000,0.000000
32768,4693320.109114,303336.000000,0.000000
65536,7092727.471697,250830.000000,0.000000
