arrival_rate,bp_L,bp_H,FCFS_percentage,BAL_percentage,total_rounds
22.00,1500.00,600,0.00,100.00,40
22.00,300.00,150,0.00,100.00,40
28.00,300.00,150,0.00,100.00,40
40.00,300.00,150,0.00,100.00,40
24.00,1500.00,600,0.00,100.00,40
30.00,1500.00,600,0.00,100.00,40
28.00,1500.00,600,0.00,100.00,40
34.00,1500.00,600,0.00,100.00,40
32.00,300.00,150,0.00,100.00,40
38.00,300.00,150,0.00,100.00,40
20.00,1500.00,600,0.00,100.00,40
26.00,1500.00,600,0.00,100.00,40
36.00,8000.00,3000,0.00,100.00,40
40.00,1500.00,600,0.00,100.00,40
30.00,8000.00,3000,0.00,100.00,40
32.00,1500.00,600,0.00,100.00,40
38.00,1500.00,600,0.00,100.00,40
28.00,8000.00,3000,0.00,100.00,40
26.00,8000.00,3000,0.00,100.00,40
32.00,8000.00,3000,0.00,100.00,40
40.00,8000.00,3000,0.00,100.00,40
20.00,300.00,150,0.00,100.00,40
36.00,300.00,150,0.00,100.00,40
34.00,8000.00,3000,0.00,100.00,40
24.00,8000.00,3000,0.00,100.00,40
20.00,8000.00,3000,0.00,100.00,40
36.00,1500.00,600,0.00,100.00,40
38.00,8000.00,3000,0.00,100.00,40
26.00,300.00,150,0.00,100.00,40
22.00,8000.00,3000,0.00,100.00,40
30.00,300.00,150,0.00,100.00,40
34.00,300.00,150,0.00,100.00,40
24.00,300.00,150,0.00,100.00,40
40.00,13.00,262144,0.00,100.00,400
36.00,13.00,262144,0.00,100.00,400
38.00,13.00,262144,0.00,100.00,400
40.00,15.30,32768,0.00,100.00,400
34.00,13.00,262144,0.00,100.00,400
38.00,15.30,32768,0.00,100.00,400
36.00,15.30,32768,0.00,100.00,400
32.00,13.00,262144,0.00,100.00,400
30.00,13.00,262144,0.00,100.00,400
34.00,15.30,32768,0.00,100.00,400
28.00,13.00,262144,0.00,100.00,400
40.00,19.70,4096,0.00,100.00,400
32.00,15.30,32768,0.00,100.00,400
38.00,19.70,4096,0.00,100.00,400
26.00,13.00,262144,0.00,100.00,400
36.00,19.70,4096,0.00,100.00,400
30.00,15.30,32768,0.00,100.00,400
28.00,15.30,32768,0.00,100.00,400
24.00,13.00,262144,0.00,100.00,400
34.00,19.70,4096,0.00,100.00,400
26.00,15.30,32768,0.00,100.00,400
32.00,19.70,4096,0.00,100.00,400
22.00,13.00,262144,0.00,100.00,400
30.00,19.70,4096,0.00,100.00,400
20.00,13.00,262144,0.00,100.00,400
24.00,15.30,32768,0.00,100.00,400
40.00,32.30,512,0.00,100.00,400
28.00,19.70,4096,0.00,100.00,400
22.00,15.30,32768,0.00,100.00,400
38.00,32.30,512,0.00,100.00,400
26.00,19.70,4096,0.00,100.00,400
40.00,90.00,36,11.50,88.50,400
36.00,32.30,512,0.00,100.00,400
40.00,90.00,27,63.75,36.25,400
38.00,90.00,36,2.25,97.75,400
40.00,90.00,18,99.75,0.25,400
20.00,15.30,32768,0.00,100.00,400
34.00,32.30,512,0.00,100.00,400
24.00,19.70,4096,0.00,100.00,400
36.00,90.00,36,0.00,100.00,400
38.00,90.00,27,52.75,47.25,400
38.00,90.00,18,99.75,0.25,400
36.00,90.00,27,30.50,69.50,400
34.00,90.00,36,0.00,100.00,400
36.00,90.00,18,99.75,0.25,400
32.00,32.30,512,0.00,100.00,400
34.00,90.00,27,12.25,87.75,400
22.00,19.70,4096,0.00,100.00,400
32.00,90.00,36,0.00,100.00,400
34.00,90.00,18,99.75,0.25,400
32.00,90.00,27,5.50,94.50,400
30.00,32.30,512,0.00,100.00,400
30.00,90.00,36,0.00,100.00,400
32.00,90.00,18,99.75,0.25,400
28.00,90.00,36,0.00,100.00,400
30.00,90.00,27,2.25,97.75,400
28.00,32.30,512,0.00,100.00,400
30.00,90.00,18,99.75,0.25,400
20.00,19.70,4096,0.00,100.00,400
28.00,90.00,18,95.75,4.25,400
26.00,90.00,36,0.00,100.00,400
28.00,90.00,27,0.50,99.50,400
26.00,90.00,27,0.00,100.00,400
26.00,32.30,512,0.00,100.00,400
26.00,90.00,18,54.00,46.00,400
24.00,90.00,36,0.00,100.00,400
24.00,90.00,27,0.00,100.00,400
24.00,90.00,18,18.50,81.50,400
22.00,90.00,36,0.00,100.00,400
22.00,90.00,27,0.00,100.00,400
24.00,32.30,512,0.00,100.00,400
22.00,90.00,18,1.25,98.75,400
20.00,90.00,36,0.00,100.00,400
20.00,90.00,27,0.00,100.00,400
20.00,90.00,18,0.00,100.00,400
22.00,32.30,512,0.00,100.00,400
20.00,32.30,512,0.00,100.00,400
