frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,820678.201547,25313.000000,24608.046286
4,977562.438915,28547.000000,22304.744137
8,635835.389718,26165.000000,8287.427224
16,950422.426591,28151.000000,32814.613421
32,1981206.569843,68172.000000,130993.480613
64,1559011.713893,53562.000000,42250.518222
128,1699079.118099,59995.000000,128231.019882
256,1426976.034238,47639.000000,20494.599240
512,2345881.723880,69038.000000,161538.061518
1024,2292076.825575,73128.000000,492422.925298
2048,2737810.668653,79752.000000,841950.048292
4096,2753595.889733,93556.000000,677638.636860
8192,2456355.150003,72291.000000,199857.494065
16384,3430362.625363,107444.000000,1251011.574770
32768,1374193.822539,34151.000000,495118.245285
65536,2028745.075384,71516.000000,1470760.270472
