frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,649839.971532,26198.000000,10768.448449
4,593715.991177,19605.000000,11220.962125
8,947395.991772,30505.000000,18039.961724
16,1082056.737960,39497.000000,23862.291759
32,1427426.188911,49215.000000,76335.024884
64,1712470.057480,53352.000000,32057.258195
128,1559407.034009,60973.000000,17395.711397
256,1827702.823559,59759.000000,267664.189661
512,2201161.253390,62260.000000,130080.905620
1024,1796892.000186,60266.000000,85087.012622
2048,1434258.317731,47070.000000,243071.149170
4096,2106052.389168,61041.000000,320545.228277
8192,1220932.882574,37897.000000,419444.760872
16384,743431.472844,20609.000000,158203.898125
32768,957868.829577,36769.000000,583219.237221
65536,1452404.813109,51215.000000,1344907.013981
