frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,643064.953033,18830.000000,13062.535588
4,397759.589232,12921.000000,10755.019386
8,803349.502961,24538.000000,29661.512284
16,1285628.338055,38978.000000,40518.418466
32,1150025.111936,38269.000000,48788.320078
64,1700815.831101,56279.000000,40642.348419
128,2201004.258903,70942.000000,202285.544226
256,2336509.631121,68765.000000,245419.277682
512,2139523.941210,60430.000000,165349.226427
1024,1568238.085785,51354.000000,124259.078043
2048,1578791.095946,60669.000000,40221.285758
4096,1526958.014129,53765.000000,766166.698085
8192,1075549.418377,36762.000000,127612.615803
16384,1111049.167280,45261.000000,645485.640572
32768,3408242.639475,102143.000000,2534836.014258
65536,2248394.334062,58193.000000,733728.661346
