frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1199461.149020,35811.000000,33462.680825
4,738297.635508,26684.000000,23742.021797
8,1425942.584146,46567.000000,26221.000000
16,1549558.662223,54905.000000,55186.538884
32,1895458.860121,69311.000000,9394.760401
64,1647860.463151,72829.000000,99123.024227
128,2117672.361811,73369.000000,17939.688849
256,1184624.711068,53613.000000,2756.358649
512,2787230.547674,93593.000000,402674.866641
1024,2443174.129854,83471.000000,338652.310098
2048,2192327.653786,75990.000000,243038.253728
4096,1814026.855811,71076.000000,644713.768797
8192,3364336.649907,103871.000000,1565759.008327
16384,3826113.667033,130463.000000,875368.309020
32768,2053835.421979,84260.000000,748004.976659
65536,3412311.314699,123544.000000,2382375.373090
