frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,748228.782544,26210.000000,8173.611381
4,1399761.185084,39910.000000,13684.755643
8,1390790.868980,36708.000000,39603.312235
16,1735306.855352,47879.000000,7065.716453
32,1991747.162181,54065.000000,15428.515548
64,1857584.155247,54237.000000,35723.594080
128,1694924.553722,50084.000000,148841.073253
256,2585996.834709,67007.000000,237441.047888
512,2034390.903729,57004.000000,331691.958293
1024,1828770.959302,55122.000000,300017.719412
2048,1143454.450194,38594.000000,276113.991252
4096,508292.629303,20510.000000,87262.919811
8192,2699287.587775,75675.000000,1372311.316634
16384,3660773.593034,109798.000000,2288421.291904
32768,1105280.356592,35897.000000,919546.091669
65536,3216569.983393,88371.000000,3035505.911045
