frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,632675.094477,20860.000000,13274.741504
4,851958.697967,23838.000000,20055.434151
8,1690439.751126,43362.000000,25396.867897
16,530990.199627,19982.000000,10508.093452
32,947518.346203,32479.000000,32509.115245
64,1222281.377289,39685.000000,6278.465019
128,1508620.455985,42744.000000,56162.205913
256,1726104.447022,55633.000000,108911.384001
512,2118845.694494,60034.000000,316453.294486
1024,1696166.030820,43036.000000,321792.728707
2048,3171872.811847,73032.000000,226838.095938
4096,2179341.886394,61766.000000,278912.853085
8192,1389554.894377,47939.000000,816804.203139
16384,2453534.436392,66430.000000,1290132.328393
32768,5479498.953861,141593.000000,4056957.498021
65536,2956288.076197,73898.000000,2164934.224921
