frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,481865.956683,13359.000000,12097.815175
4,603876.240204,17654.000000,7694.981546
8,801005.501219,23576.000000,7535.663342
16,1152399.733109,33609.000000,44796.304044
32,947801.091618,29063.000000,28576.847797
64,866519.510075,25853.000000,41955.597719
128,1849690.239191,53930.000000,161451.988120
256,2290433.435932,62390.000000,63535.015275
512,2595311.826814,71368.000000,241858.613090
1024,1054914.580938,31688.000000,120574.992511
2048,2516111.998305,68335.000000,657362.638108
4096,1372199.026328,40467.000000,477034.265216
8192,1433091.604342,44545.000000,194145.775244
16384,1792753.181426,41328.000000,451033.721604
32768,3204318.449677,86574.000000,1000410.860924
65536,1517723.110335,46823.000000,981029.509689
