frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,769312.081191,29822.000000,27289.536988
4,1090084.383844,43088.000000,24249.739607
8,857854.405952,34456.000000,27106.163635
16,1670246.919773,57430.000000,44538.340315
32,1445910.933961,59253.000000,64872.184694
64,1700642.732367,60724.000000,129676.044033
128,1807392.457785,65503.000000,159466.594141
256,1424612.930183,59234.000000,168478.097030
512,1364104.780596,49455.000000,178174.226680
1024,2627154.792971,97237.000000,104573.478392
2048,3471705.293287,128446.000000,722242.430780
4096,2090235.497996,82132.000000,81732.419027
8192,4446979.777600,138792.000000,405791.108079
16384,4299267.195879,136720.000000,1003496.282816
32768,5966782.855959,180255.000000,3443832.727616
65536,630476.626729,36554.000000,0.000000
