frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,856252.972190,34382.000000,5310.730552
4,487803.991322,23265.000000,231.320125
8,1129234.240552,43967.000000,36103.196465
16,1798008.104310,66658.000000,34147.705955
32,1202157.829724,46835.000000,62566.856538
64,1906737.547262,62022.000000,104304.649326
128,2255861.821852,76041.000000,131407.224782
256,1849470.107686,67064.000000,199395.403465
512,1353780.237191,43658.000000,155469.555142
1024,2857288.535860,108081.000000,506721.413163
2048,2600628.421347,98729.000000,660357.563452
4096,904255.978410,44421.000000,175516.599013
8192,1830096.289963,66193.000000,478272.207204
16384,2600157.398688,92152.000000,997362.126697
32768,1653523.393177,60100.000000,1042760.488532
65536,1423875.485680,64861.000000,993790.273022
