frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,468144.576828,14634.000000,11717.596383
4,876624.619230,25666.000000,11198.477129
8,984403.475704,25228.000000,10195.966310
16,1222455.966770,34288.000000,12646.343582
32,1128683.902022,31566.000000,36559.195464
64,1818712.055484,47308.000000,68547.775062
128,1719985.647958,48016.000000,211425.491349
256,1765057.921476,45174.000000,196911.091402
512,1676234.036888,45533.000000,252197.409675
1024,1238682.855116,38525.000000,343171.238611
2048,2420282.121095,64024.000000,681096.826246
4096,2561463.889008,75050.000000,323043.707965
8192,580781.820786,15573.000000,128685.431747
16384,2402571.976423,64824.000000,1350441.194260
32768,302067.704914,15027.000000,219245.797253
65536,2551879.298651,77017.000000,1805680.736094
