frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,996050.454634,35864.000000,15346.483473
4,542492.281802,25647.000000,7631.598653
8,1914879.305658,67133.000000,51176.992682
16,1383974.452411,43588.000000,57574.354734
32,1769094.588650,64468.000000,68687.770425
64,975048.400094,34757.000000,14947.447274
128,2121276.021531,80720.000000,173704.522607
256,1978422.664233,63385.000000,125667.926934
512,1560704.093805,53578.000000,85500.448081
1024,1974066.979320,76760.000000,107302.567085
2048,1271843.480723,50559.000000,360901.617296
4096,2221282.363730,69282.000000,421071.731984
8192,1151494.140484,38141.000000,361047.090152
16384,3212711.033066,99693.000000,653592.301755
32768,1457918.785833,46304.000000,671530.699087
65536,3974281.223565,123406.000000,3201112.972025
