frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1024109.773246,27047.000000,5404.028497
4,810819.368091,21901.000000,27640.830071
8,1177381.258503,38445.000000,43066.167173
16,1753304.851418,56130.000000,8274.774075
32,1113728.160736,44689.000000,52640.866102
64,1789285.896085,53552.000000,14488.133869
128,2071667.800170,62768.000000,147575.307985
256,1114562.782943,36582.000000,71717.570135
512,2133344.904400,62310.000000,259616.095329
1024,2511796.932781,75014.000000,503422.522253
2048,1474497.861013,40799.000000,466378.374171
4096,1528770.494028,38258.000000,315865.380322
8192,1301199.809992,41080.000000,347465.393878
16384,3067762.171697,84907.000000,1279468.548405
32768,6146876.615218,147998.000000,5159484.073484
65536,1080995.911814,45519.000000,1080332.349612
