frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1022066.706358,36378.000000,32011.081363
4,600295.913284,24544.000000,7625.158621
8,1028928.988420,43650.000000,6471.953415
16,1577546.587768,68593.000000,53776.499198
32,1023401.854268,35918.000000,22497.514552
64,1397400.989883,51342.000000,93853.250642
128,2099976.558097,78059.000000,36116.636817
256,2253645.494871,75944.000000,251661.887347
512,2238971.918766,76423.000000,258501.808723
1024,1444967.194149,52759.000000,301938.331257
2048,3938937.440372,135463.000000,832573.583313
4096,1665127.756311,70387.000000,646131.340435
8192,1970941.791462,65089.000000,405798.467497
16384,2317433.347518,95800.000000,1800073.666560
32768,4565227.205360,159652.000000,2068097.453799
65536,2838779.575480,98001.000000,1908251.574797
