frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,473591.649843,17222.000000,4881.668874
4,673678.019206,22053.000000,10574.395964
8,1366210.321508,45025.000000,34648.707220
16,826845.358376,32867.000000,50302.654681
32,1376611.334569,45379.000000,11767.523996
64,1962105.680655,72613.000000,1215.278980
128,1660644.713266,56485.000000,101755.047501
256,1707812.705893,53173.000000,14577.428374
512,1471587.539505,50097.000000,141024.767467
1024,2113949.510485,70651.000000,419138.933521
2048,2236311.496571,76276.000000,356681.398157
4096,2740749.974486,90796.000000,849278.847283
8192,1671103.667396,62257.000000,534875.056796
16384,3333116.120562,97144.000000,1795995.499515
32768,1344199.213074,46770.000000,717714.114613
65536,3908531.202603,97979.000000,1656695.032371
