frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,910847.424844,27091.000000,21798.070557
4,400975.680051,14944.000000,3707.328688
8,1050808.277818,28749.000000,17096.853687
16,1417407.262866,42616.000000,26818.209914
32,1573916.619222,46087.000000,22148.670389
64,1097636.030132,30877.000000,59765.937490
128,1584126.274183,39085.000000,5725.558925
256,2220058.958348,69598.000000,60996.786497
512,1648092.911621,48281.000000,244224.590435
1024,1497754.023171,44652.000000,325153.442604
2048,2598531.184586,70809.000000,437670.408255
4096,2329952.379232,57352.000000,512359.542176
8192,2626416.423665,73739.000000,240939.681352
16384,4084799.165016,103058.000000,2148470.703370
32768,4659294.297497,103598.000000,873195.366565
65536,2782000.493688,79764.000000,848578.557961
