frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,586974.617428,23410.000000,4186.477517
4,1147849.401113,43551.000000,37412.372526
8,1455376.110517,47727.000000,62634.814800
16,1381048.468425,47855.000000,12736.069802
32,1807408.538264,67526.000000,69893.092584
64,1835039.379194,61205.000000,78746.932334
128,1717544.614596,68879.000000,14036.133513
256,2191614.896761,73985.000000,246916.282404
512,1792754.641835,71091.000000,116481.118697
1024,2552732.418264,98545.000000,366892.966490
2048,1571534.834714,70467.000000,420533.544284
4096,1836821.276185,73277.000000,150101.955624
8192,2417746.980614,91904.000000,1112630.994190
16384,2149153.366698,76106.000000,500810.546307
32768,292533.660000,18493.000000,20485.924534
65536,5439592.976686,153884.000000,2532079.966974
