frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1049152.624008,26682.000000,20206.188235
4,1660848.964151,45233.000000,10086.000000
8,1072569.145926,33993.000000,46388.283672
16,1243879.487961,33152.000000,37996.982604
32,1323974.718574,42786.000000,99281.608871
64,1844266.833215,46857.000000,84349.054927
128,1514568.769608,45845.000000,93691.326546
256,2014742.578552,56398.000000,97445.680027
512,1515135.274567,43895.000000,202404.793355
1024,3125044.023886,83101.000000,344439.010770
2048,1029610.042147,35210.000000,49356.208384
4096,2266998.275692,66493.000000,186967.519158
8192,4530882.191952,107506.000000,2072289.015803
16384,3525235.447979,94491.000000,1016917.626639
32768,1467272.115269,46350.000000,534293.137749
65536,3968426.282693,111817.000000,2608355.624443
