frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1333362.551700,34584.000000,7937.358881
4,861346.966540,25514.000000,2079.272709
8,1046029.736479,29132.000000,6846.949540
16,1081987.022946,35169.000000,31616.083897
32,1591012.684454,47792.000000,96086.649765
64,1416742.813679,38216.000000,72201.360458
128,1878588.611667,53292.000000,120127.760489
256,1352152.041501,37107.000000,76580.163267
512,2294555.618228,62174.000000,240208.409328
1024,2032114.890147,53892.000000,189228.072574
2048,2591500.411540,69521.000000,483381.480093
4096,2632821.303044,65517.000000,347211.013811
8192,2487996.161103,60030.000000,314198.328500
16384,2934987.814775,78594.000000,976085.661978
32768,3254416.111900,87228.000000,1649842.109338
65536,1240454.193312,44198.000000,0.000000
