frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,756074.587979,32705.000000,32009.011481
4,1553266.854875,56562.000000,70168.098143
8,758480.743540,26644.000000,15690.423512
16,1520093.057097,53228.000000,33336.538753
32,2092155.654163,67610.000000,93545.293131
64,1909248.497538,59325.000000,78505.453912
128,921885.918360,32582.000000,74511.787799
256,2042555.684205,77878.000000,62047.066031
512,1808655.428424,60136.000000,265053.502622
1024,2238678.182785,72166.000000,146773.386549
2048,1952528.361498,71743.000000,377067.960707
4096,2332728.111469,79910.000000,859806.374740
8192,3198662.613535,110009.000000,591767.249438
16384,4072539.585132,121900.000000,2342392.689837
32768,2962070.704855,93421.000000,732083.028459
65536,4980235.545854,143954.000000,4980110.268992
