frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,996641.660885,31901.000000,17209.786576
4,583562.162387,20186.000000,9871.331065
8,484514.003595,23331.000000,389.438057
16,645796.543046,20877.000000,34345.568768
32,1327565.398544,43144.000000,47111.408353
64,1334031.058225,52564.000000,7151.807604
128,1879792.060708,58841.000000,201611.384210
256,1563491.194237,55600.000000,173253.624998
512,1233138.886599,35431.000000,162760.516557
1024,1728799.508893,51472.000000,147661.013717
2048,1958712.042076,67524.000000,458734.374698
4096,1888548.517524,65251.000000,1102693.800630
8192,1787600.088597,49719.000000,385653.264555
16384,1576806.915247,49675.000000,627915.785902
32768,927789.938368,47128.000000,679466.167482
65536,2219168.242737,62106.000000,1430994.108581
