frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1684449.435160,64297.000000,49620.896022
4,1155869.722059,40347.000000,25259.270377
8,1088103.643127,41726.000000,15949.170888
16,1519162.795318,64797.000000,30044.630402
32,1856839.636216,72144.000000,30080.807369
64,1695185.821994,62770.000000,83636.909556
128,1934171.309179,64961.000000,72792.812001
256,1623725.914643,52958.000000,211350.953386
512,2182237.323303,77787.000000,352267.316984
1024,2742926.868472,96620.000000,314631.694397
2048,2604313.206169,88713.000000,458334.784792
4096,3479032.206292,120840.000000,302930.389935
8192,3689854.473434,136928.000000,2274785.401440
16384,852608.279734,32808.000000,232833.782768
32768,1619528.073506,61856.000000,707567.859899
65536,9321376.329402,242373.000000,9010905.531797
