frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,456772.333588,18474.000000,9215.323000
4,1622489.252737,53646.000000,74678.434631
8,686346.970514,25607.000000,68.242216
16,1471822.500388,42392.000000,47993.135988
32,671296.952618,24201.000000,26985.152140
64,1888899.051451,70816.000000,128611.625077
128,2297858.444066,80683.000000,211972.618081
256,1276951.332129,50425.000000,37385.125438
512,1842725.503289,60691.000000,225961.374321
1024,2659384.649867,81301.000000,84108.456572
2048,1919915.351448,60160.000000,320398.340561
4096,1978794.149694,63819.000000,574700.614395
8192,2272275.895337,85005.000000,618414.072541
16384,1790970.605178,70216.000000,458680.384647
32768,3028434.329360,94458.000000,631894.447872
65536,1035267.452349,36567.000000,0.000000
