frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,500117.834008,17197.000000,11117.742801
4,668482.890403,20413.000000,22172.592564
8,892706.435643,31827.000000,15448.392732
16,1352701.761719,54551.000000,2181.865257
32,1426133.994284,53930.000000,22571.529789
64,2226849.547043,76585.000000,127717.731200
128,1168290.261952,43599.000000,122038.151617
256,2118336.583064,75539.000000,1588.323959
512,2114816.581612,68592.000000,289618.239408
1024,2040966.450837,61636.000000,191932.945270
2048,2255920.478003,78307.000000,679256.505939
4096,1185210.313249,42190.000000,167497.059455
8192,3510486.353055,98033.000000,854910.166019
16384,1673078.719170,47164.000000,614504.403352
32768,1356699.927669,50967.000000,946410.366118
65536,4648001.789046,135537.000000,4574074.812773
