frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,734557.260408,23798.000000,9491.173215
4,1298266.442415,34022.000000,23794.380849
8,1280785.493903,40059.000000,26839.146969
16,1500905.358051,49725.000000,38613.984151
32,1429433.854949,43128.000000,31074.498306
64,2600894.410293,62831.000000,35469.702677
128,2016508.512213,55291.000000,147363.427020
256,2058258.989691,62732.000000,74300.729377
512,1966216.021673,55926.000000,12859.014076
1024,1680365.725701,47791.000000,329049.201778
2048,3090578.584539,80862.000000,744964.386965
4096,1419987.174509,37439.000000,387200.591113
8192,2798814.081450,70398.000000,893467.328081
16384,3471256.174738,91489.000000,1502294.569358
32768,2956459.948404,83518.000000,579133.748165
65536,1168828.948739,37174.000000,846442.238621
