frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,715331.074978,28537.000000,3307.751804
4,407981.254189,14916.000000,24.000000
8,1240507.425430,43342.000000,38409.065649
16,1608424.174028,61270.000000,84866.641980
32,1311930.904284,47224.000000,42903.443859
64,1560620.012114,52307.000000,31910.575880
128,1676507.030002,73121.000000,67040.257540
256,1836294.578391,72555.000000,192073.387993
512,2211908.888137,78606.000000,263980.493719
1024,1589603.736084,50236.000000,308909.851861
2048,2010400.210723,67239.000000,305214.300584
4096,4240321.800045,126776.000000,1556664.986514
8192,3013775.233784,82790.000000,997111.584907
16384,3089791.702389,110846.000000,1346275.407281
32768,2782492.160599,106313.000000,362681.011776
65536,820436.116274,41460.000000,632069.597169
