frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,607769.604573,23775.000000,7334.404338
4,1306423.448182,45043.000000,38007.949958
8,1521249.766770,51731.000000,44043.929218
16,1833611.225600,61564.000000,27081.154222
32,1791327.797215,64247.000000,37856.346575
64,2009669.811806,64624.000000,14915.836349
128,1029934.953586,34624.000000,86294.341831
256,2101101.416964,71913.000000,287485.102304
512,1857518.599178,69463.000000,275260.569688
1024,2032942.766645,74234.000000,279509.485444
2048,1906926.068326,58645.000000,166765.487737
4096,3299396.755265,105689.000000,440277.768695
8192,2986757.784604,88984.000000,292750.124425
16384,2665039.482398,77488.000000,953952.664984
32768,1295421.074211,55398.000000,880329.864388
65536,3571284.494570,127172.000000,2608313.416807
