frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,971381.572240,31837.000000,7621.712406
4,1412886.360571,47737.000000,41402.661786
8,345214.459281,13844.000000,6337.343923
16,1578828.156341,48847.000000,28808.308819
32,1171346.901426,43158.000000,51637.681881
64,1649899.280917,51706.000000,82467.179811
128,1214492.195820,40644.000000,60068.416535
256,1748535.005018,65033.000000,71765.153773
512,2261009.887536,65332.000000,225192.230470
1024,1528016.317148,51909.000000,260484.081389
2048,2231123.337557,77024.000000,638187.665905
4096,1911930.008881,67009.000000,336546.271905
8192,1756344.632081,55684.000000,599603.984302
16384,2874654.008174,101986.000000,1324690.801457
32768,2892343.489289,81709.000000,1535224.819296
65536,4078634.287002,110401.000000,1816600.542076
