frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,979979.669600,26039.000000,1160.697204
4,713636.094123,18123.000000,22163.919577
8,1202894.695118,35341.000000,18742.708049
16,1352648.468385,41369.000000,33342.821101
32,1399973.111942,36152.000000,76881.211482
64,1029583.673566,30016.000000,25884.690186
128,1866488.614154,57139.000000,126040.244783
256,2374166.011389,60911.000000,132398.522783
512,1292578.079687,33837.000000,53845.643464
1024,2126667.687226,54963.000000,292413.583303
2048,1118773.970456,38038.000000,363874.733135
4096,1907570.134117,57355.000000,240836.735283
8192,2024595.337296,58726.000000,378122.914142
16384,4461724.819101,115516.000000,1433850.706913
32768,2305362.421595,75683.000000,1678951.340921
65536,3456425.275462,80458.000000,1838556.589007
