frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1371384.584366,47696.000000,18546.363714
4,1066267.990597,31460.000000,28620.031988
8,908250.952037,28549.000000,795.216323
16,1405740.974559,45250.000000,79378.537868
32,1635651.698134,58356.000000,13944.115677
64,1595639.943049,54915.000000,97357.267885
128,1512767.883572,54761.000000,100923.589418
256,2459671.861559,76732.000000,266846.069542
512,1626989.173710,51726.000000,275545.597840
1024,2273060.526018,71159.000000,72610.708983
2048,2483507.480394,84970.000000,401692.989640
4096,2094897.135018,72004.000000,865860.131777
8192,2466737.074735,70504.000000,952677.924476
16384,1839125.856675,56291.000000,877615.583936
32768,4156116.703440,121437.000000,2264324.391740
65536,2621785.036298,81559.000000,1359152.091586
