frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,1171992.201518,42969.000000,12086.804210
4,1445015.273521,47561.000000,38708.672155
8,1263502.046912,47026.000000,56597.690138
16,1645182.330419,59701.000000,72071.028749
32,1663626.314715,55212.000000,105107.744344
64,1942968.793921,69429.000000,58911.409387
128,1898967.940383,69062.000000,145067.298224
256,2308986.294415,73076.000000,228381.660700
512,1904350.449411,59450.000000,247527.859749
1024,2204816.687341,69288.000000,478608.738860
2048,1664598.486577,63742.000000,556764.238556
4096,1860817.100204,61810.000000,401521.127825
8192,1805645.359325,74732.000000,1039378.089646
16384,1875296.892967,64518.000000,112041.111852
32768,1672170.869267,57059.000000,883006.950183
65536,1495861.337012,48934.000000,969862.061438
