frequency,RR_L2_norm_flow_time,RR_maximum_flow_time,RR_longest_H_L2_norm
2,638496.337603,21965.000000,21596.448088
4,918891.400198,37215.000000,16187.093037
8,1984527.113282,75380.000000,14765.528368
16,1164034.832724,46261.000000,672.796403
32,1137413.226343,42003.000000,25320.139929
64,1531578.279332,69460.000000,127743.449683
128,1384217.807459,46070.000000,66469.804077
256,2534477.235994,90513.000000,286627.590123
512,1750964.201886,68128.000000,190559.160562
1024,1775359.971757,75632.000000,208109.546559
2048,2424859.113052,88690.000000,893504.946891
4096,2112377.101109,74120.000000,697985.085932
8192,2730593.596124,95859.000000,1151828.698916
16384,3398702.012616,123994.000000,1670082.358151
32768,2275077.209891,88095.000000,616607.381987
65536,3324197.644631,88427.000000,1143494.066350
