arrival_rate,bp_L,bp_H,FCFS_percentage,SRPT_percentage,total_rounds
32.0,4.073,262144,0.0,100.0,200
22.0,5.649,4096,0.0,100.0,200
26.0,16.772,64,99.5,0.5,200
24.0,5.649,4096,0.0,100.0,200
40.0,4.073,262144,0.0,100.0,200
26.0,5.649,4096,0.0,100.0,200
28.0,5.649,4096,0.0,100.0,200
40.0,5.649,4096,0.0,100.0,200
32.0,4.639,32768,0.0,100.0,200
22.0,7.918,512,0.0,100.0,200
34.0,16.772,64,99.5,0.5,200
28.0,16.772,64,99.5,0.5,200
20.0,7.918,512,0.0,100.0,200
26.0,4.639,32768,0.0,100.0,200
30.0,16.772,64,99.5,0.5,200
36.0,7.918,512,0.0,100.0,200
34.0,4.639,32768,0.0,100.0,200
28.0,7.918,512,0.0,100.0,200
20.0,4.073,262144,0.0,100.0,200
38.0,16.772,64,99.5,0.5,200
38.0,4.639,32768,0.0,100.0,200
32.0,5.649,4096,0.0,100.0,200
38.0,7.918,512,0.0,100.0,200
34.0,7.918,512,0.0,100.0,200
38.0,5.649,4096,0.0,100.0,200
22.0,16.772,64,99.5,0.5,200
24.0,7.918,512,0.0,100.0,200
28.0,4.073,262144,0.0,100.0,200
40.0,7.918,512,0.0,100.0,200
30.0,7.918,512,57.5,42.5,200
34.0,4.073,262144,0.0,100.0,200
24.0,4.073,262144,0.0,100.0,200
40.0,4.639,32768,0.0,100.0,200
20.0,5.649,4096,0.0,100.0,200
40.0,16.772,64,99.5,0.5,200
20.0,16.772,64,99.5,0.5,200
30.0,5.649,4096,0.0,100.0,200
20.0,4.639,32768,0.0,100.0,200
30.0,4.073,262144,0.0,100.0,200
36.0,4.639,32768,0.0,100.0,200
24.0,4.639,32768,0.0,100.0,200
22.0,4.639,32768,0.0,100.0,200
34.0,5.649,4096,0.0,100.0,200
32.0,16.772,64,99.5,0.5,200
32.0,7.918,512,0.0,100.0,200
36.0,4.073,262144,0.0,100.0,200
36.0,16.772,64,99.5,0.5,200
26.0,4.073,262144,0.0,100.0,200
26.0,7.918,512,0.0,100.0,200
36.0,5.649,4096,0.0,100.0,200
22.0,4.073,262144,0.0,100.0,200
38.0,4.073,262144,0.0,100.0,200
30.0,4.639,32768,0.0,100.0,200
24.0,16.772,64,99.5,0.5,200
28.0,4.639,32768,0.0,100.0,200
