frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2346627.412975,237075.000000,0.000000
4,3152744.269163,305116.000000,0.000000
8,4334982.196797,305136.000000,0.000000
16,3533751.419626,298896.000000,0.000000
32,3376212.398331,305738.000000,0.000000
64,3839269.032027,300960.000000,0.000000
128,3489372.872043,300062.000000,0.000000
256,5271903.235347,302736.000000,0.000000
512,4049490.842195,303068.000000,0.000000
1024,4092906.950775,305240.000000,0.000000
2048,4863932.404999,297757.000000,0.000000
4096,4490023.100408,307865.000000,0.000000
8192,5261727.542268,272279.000000,0.000000
16384,6393512.921907,305532.000000,0.000000
32768,4862186.285499,298692.000000,0.000000
65536,6703897.924234,304245.000000,0.000000
