frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2340261.429779,249063.000000,4432.295906
4,1480810.686101,166541.000000,24.000000
8,3434317.907059,294710.000000,70004.470843
16,3761659.989981,291593.000000,134726.073315
32,3562770.639215,302846.000000,92302.051667
64,3974355.893541,304182.000000,235671.312085
128,3861734.435097,285379.000000,129812.858258
256,4189892.273627,305064.000000,389576.389281
512,4779501.228076,304100.000000,596732.623107
1024,3727074.815896,289002.000000,288691.887370
2048,4413515.251860,303342.000000,855955.415238
4096,7765092.298318,290908.000000,2703547.043230
8192,5968577.422963,303101.000000,1011162.395701
16384,5436409.361621,230808.000000,3598208.564090
32768,5233385.823121,303113.000000,1759359.233528
65536,1895440.450242,157853.000000,962058.091534
