frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3452203.245822,283851.000000,38058.037259
4,1429393.257249,190474.000000,21223.037695
8,3278944.142004,305202.000000,30880.169915
16,3013477.351155,287664.000000,152211.947747
32,3178527.429799,292404.000000,19732.773424
64,3698641.828105,264399.000000,38934.775497
128,4785332.874260,301520.000000,374086.653896
256,4343747.589074,300098.000000,205293.850215
512,4706176.564609,294679.000000,589226.400995
1024,5366980.279595,306332.000000,752633.907515
2048,5076780.147455,302784.000000,679551.332249
4096,3142272.444949,305542.000000,761345.232460
8192,7840049.437730,304932.000000,757171.547105
16384,3649797.261002,305469.000000,1260539.591475
32768,6040901.893302,302264.000000,4628873.780435
65536,9541632.958761,299517.000000,8537816.374423
