frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,4615890.551899,98915.000000,0.000000
4,2942298.407129,189932.000000,0.000000
8,3642389.613599,175763.000000,0.000000
16,3697051.413426,92450.000000,0.000000
32,5346548.831520,128779.000000,0.000000
64,4849086.023892,120360.000000,0.000000
128,6413920.326473,139469.000000,0.000000
256,4659107.984446,121874.000000,0.000000
512,7634629.163505,172039.000000,0.000000
1024,6723553.559165,147381.000000,0.000000
2048,7960694.225341,303967.000000,0.000000
4096,7944996.622363,304841.000000,0.000000
8192,7292267.031390,154297.000000,0.000000
16384,6440279.317277,173359.000000,0.000000
32768,9200821.663198,305951.000000,0.000000
65536,3409288.584128,98587.000000,0.000000
