frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2615762.930102,301857.000000,33663.016175
4,2234205.661794,286645.000000,30025.288608
8,2909928.444894,273751.000000,14307.613218
16,3284336.926208,276742.000000,24208.650148
32,3535393.588990,295688.000000,29647.396699
64,4497309.546794,300753.000000,84147.602069
128,3658028.492370,281926.000000,445437.563690
256,3498270.473570,291647.000000,318748.262403
512,4280231.043087,301117.000000,499141.725579
1024,5661814.873378,295212.000000,758869.547569
2048,4876256.117630,303065.000000,452639.276600
4096,1191375.065344,160621.000000,86660.970425
8192,4855791.018689,304504.000000,1449066.415714
16384,5293139.965171,175630.000000,3153471.756082
32768,5274352.931116,272928.000000,3811252.482095
65536,4625594.076785,293138.000000,3442182.826534
