frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1555804.700781,41487.000000,36890.448737
4,2984459.691742,76733.000000,37601.206124
8,3356052.641040,71547.000000,29068.367773
16,4252854.709039,212266.000000,72569.821303
32,3849076.432603,126759.000000,181407.786101
64,6262021.482485,141200.000000,214203.678444
128,5709465.232556,144046.000000,235534.676515
256,5998924.144406,217359.000000,345346.860018
512,5584152.140045,264914.000000,1064364.011324
1024,4023986.028776,129073.000000,328315.877226
2048,7908021.860393,182664.000000,1313857.746280
4096,7665388.840560,205120.000000,2893373.095452
8192,1672867.493266,58231.000000,324092.858007
16384,6056778.739293,148780.000000,3556875.704188
32768,784876.042158,33703.000000,317017.864110
65536,5587626.265700,182553.000000,4764664.103474
