frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1783069.108992,273610.000000,0.000000
4,1698629.802417,271222.000000,0.000000
8,2539689.191861,223344.000000,0.000000
16,2881918.331526,287692.000000,0.000000
32,3645120.515515,295555.000000,0.000000
64,4372975.981293,274381.000000,0.000000
128,4025183.363502,244923.000000,0.000000
256,4672506.685459,258740.000000,0.000000
512,5881556.628295,293268.000000,0.000000
1024,4674082.667481,290274.000000,0.000000
2048,3623217.061490,293408.000000,0.000000
4096,5323414.940482,302115.000000,0.000000
8192,3221484.928119,293798.000000,0.000000
16384,1746172.897400,69445.000000,0.000000
32768,2057315.444121,70696.000000,0.000000
65536,3048251.902686,144179.000000,0.000000
