frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2673163.001782,287472.000000,16860.928355
4,1658182.145759,299137.000000,46478.289620
8,1401633.084491,262051.000000,4818.810019
16,1809382.420554,286626.000000,52120.400353
32,3478445.204645,268237.000000,277224.117208
64,3513805.350878,290268.000000,17971.989511
128,4945604.989328,291310.000000,181909.039259
256,4040422.247859,298531.000000,472985.043727
512,3236907.303887,266816.000000,486035.197234
1024,4430187.533354,306867.000000,714942.753772
2048,4976638.253017,276313.000000,1107370.889606
4096,4246578.974463,195437.000000,1300586.369811
8192,4385981.029293,267180.000000,1225048.610891
16384,3784947.742295,201182.000000,1140875.724097
32768,1565531.463150,70862.000000,1362252.648690
65536,4379016.916366,171732.000000,2743853.698132
