frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1576266.527361,289739.000000,206.097065
4,2107051.686031,290585.000000,31018.724119
8,2272639.684385,267824.000000,18053.523783
16,2519872.085669,223315.000000,43972.984093
32,4608532.621702,292627.000000,106926.208784
64,4939093.119037,298339.000000,33978.723931
128,3972036.284684,253456.000000,420192.790685
256,3338294.226647,304771.000000,338759.257773
512,5527194.160721,305465.000000,363787.209252
1024,5906002.427434,296244.000000,782247.390689
2048,7301920.000022,291193.000000,1079927.518923
4096,1290092.901020,100911.000000,189064.563068
8192,2102639.506837,205066.000000,829238.666105
16384,3620272.561533,223185.000000,1695339.143941
32768,6807862.759220,303268.000000,1730714.225915
65536,114844.561922,11935.000000,0.000000
