frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2452221.452426,291506.000000,8370.037336
4,2733194.952061,289297.000000,684.838667
8,3879840.935935,307173.000000,118805.132789
16,2154278.926430,293509.000000,38123.002676
32,2961634.088190,303515.000000,258881.485338
64,3492258.341157,280225.000000,28490.685917
128,3655332.521533,300555.000000,173266.762667
256,4301082.017424,300244.000000,255462.998238
512,4930066.044432,306190.000000,407259.624348
1024,3981914.677721,305803.000000,573173.610388
2048,3505154.106719,264836.000000,404949.506496
4096,7851476.664904,304749.000000,2107981.289798
8192,4579844.288455,302901.000000,2359151.315378
16384,3348394.935877,176290.000000,955868.497512
32768,8335856.508156,304481.000000,4929541.528159
65536,4057967.748739,305254.000000,3046317.852046
