frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1370668.493331,174981.000000,13809.073104
4,3841465.859495,296245.000000,96155.035505
8,2239587.828247,284664.000000,73.082146
16,3499697.744086,298703.000000,97440.072583
32,2142146.429088,293626.000000,44628.891819
64,4258943.050433,304919.000000,237632.399441
128,5041210.329998,291162.000000,459946.679506
256,2987717.640733,245994.000000,95760.423145
512,4235672.786068,298179.000000,527704.031268
1024,5857445.077621,303932.000000,541407.940271
2048,4141652.122661,292449.000000,931941.854766
4096,4330764.602580,292027.000000,955209.575713
8192,4422979.225038,160517.000000,3028162.847506
16384,3644703.090042,179692.000000,1734273.345408
32768,6311488.087761,302260.000000,2825029.709183
65536,2515646.087998,240143.000000,0.000000
