frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,2750609.765958,275313.000000,0.000000
4,2211537.159652,294364.000000,0.000000
8,3045647.967340,241745.000000,0.000000
16,4550728.199822,305624.000000,0.000000
32,2966870.915024,283777.000000,0.000000
64,4681137.250637,302624.000000,0.000000
128,5434919.667868,302332.000000,0.000000
256,2985760.100380,303571.000000,0.000000
512,5580313.378250,292718.000000,0.000000
1024,6593786.862661,306621.000000,0.000000
2048,3749270.842796,279607.000000,0.000000
4096,3900751.314520,303883.000000,0.000000
8192,3165320.877488,131066.000000,0.000000
16384,7080599.518899,288441.000000,0.000000
32768,11308604.326758,301024.000000,0.000000
65536,1640956.386935,65025.000000,0.000000
