frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3061663.923777,69915.000000,62090.345473
4,1301516.736361,43186.000000,9308.023797
8,3598281.445873,89523.000000,77682.009050
16,4725446.079317,252904.000000,192698.498339
32,5251022.616565,285710.000000,145294.883251
64,3721347.058842,86147.000000,306008.011279
128,5547662.415125,118140.000000,27198.836152
256,7457512.754436,156624.000000,655001.548760
512,5618451.572425,262612.000000,371376.546129
1024,4881167.127161,271215.000000,586527.435426
2048,8328198.534231,203821.000000,1610345.861952
4096,7327870.382274,159954.000000,2234943.638247
8192,8603246.417368,304191.000000,1609343.239159
16384,11515123.359953,240692.000000,2687066.479439
32768,10298587.923240,247579.000000,3349198.684983
65536,6638636.710998,258523.000000,2521515.880170
