frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3201969.186202,283806.000000,0.000000
4,3083505.675836,259721.000000,0.000000
8,3336882.572485,305856.000000,0.000000
16,4124999.107646,303418.000000,0.000000
32,3752799.171103,300172.000000,0.000000
64,4315653.789103,303871.000000,0.000000
128,3211066.827310,291048.000000,0.000000
256,4832215.002884,301258.000000,0.000000
512,5493781.432195,307173.000000,0.000000
1024,5482251.700689,303427.000000,0.000000
2048,6271223.083414,292064.000000,0.000000
4096,3611521.370474,279356.000000,0.000000
8192,5753445.706339,298405.000000,0.000000
16384,2966937.357724,152656.000000,0.000000
32768,5827520.519424,305360.000000,0.000000
65536,11988878.585475,304951.000000,0.000000
