frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,1704851.881679,247871.000000,42493.277857
4,3513336.837193,301627.000000,75535.423749
8,2361361.275314,219727.000000,107.042048
16,3239077.524475,302802.000000,41954.063510
32,4467992.904337,300182.000000,233439.704742
64,4941157.966400,270479.000000,211954.912161
128,3700143.360374,262193.000000,27824.881168
256,3891430.689585,197110.000000,360982.246734
512,6231424.326747,293982.000000,569306.386537
1024,5988190.186031,272317.000000,1260772.658642
2048,8253111.897680,293062.000000,1499517.531794
4096,4720503.082839,266179.000000,1437691.229613
8192,6040436.374912,278168.000000,1007075.625681
16384,1890317.763970,200701.000000,772040.137801
32768,12172255.437922,306168.000000,2901291.642989
65536,13313233.432053,263941.000000,12084473.806834
