frequency,RMLF_L2_norm_flow_time,RMLF_maximum_flow_time,RMLF_longest_H_L2_norm
2,3232037.612657,215263.000000,0.000000
4,3088094.168787,73721.000000,0.000000
8,2921483.480118,143699.000000,0.000000
16,4205872.905349,106548.000000,0.000000
32,7607920.659760,236193.000000,0.000000
64,4110743.264834,152491.000000,0.000000
128,5289641.922919,129768.000000,0.000000
256,8137927.225676,180094.000000,0.000000
512,8430897.133617,177801.000000,0.000000
1024,4349019.635128,271967.000000,0.000000
2048,4203647.487724,112339.000000,0.000000
4096,4519341.105283,252153.000000,0.000000
8192,6107939.350371,136675.000000,0.000000
16384,8911138.469790,219108.000000,0.000000
32768,4987445.031997,138443.000000,0.000000
65536,9899291.543507,227935.000000,0.000000
